Timestamp,Input Text,Sentiment,Confidence Score
2024-07-15 20:28:00,Mock text for 2024-07-15,NEGATIVE,0.9
2024-07-15 18:04:00,Mock text for 2024-07-15,POSITIVE,0.7
2024-07-15 01:10:00,Mock text for 2024-07-15,POSITIVE,0.96
2024-07-16 07:27:00,Mock text for 2024-07-16,NEGATIVE,0.88
2024-07-16 20:55:00,Mock text for 2024-07-16,NEUTRAL,0.76
2024-07-16 21:42:00,Mock text for 2024-07-16,POSITIVE,0.85
2024-07-16 16:51:00,Mock text for 2024-07-16,POSITIVE,0.73
2024-07-16 20:52:00,Mock text for 2024-07-16,NEGATIVE,0.84
2024-07-16 19:45:00,Mock text for 2024-07-16,POSITIVE,0.93
2024-07-17 02:23:00,Mock text for 2024-07-17,NEGATIVE,0.94
2024-07-17 21:10:00,Mock text for 2024-07-17,POSITIVE,0.89
2024-07-17 04:25:00,Mock text for 2024-07-17,NEUTRAL,0.99
2024-07-17 18:44:00,Mock text for 2024-07-17,NEGATIVE,0.7
2024-07-17 11:07:00,Mock text for 2024-07-17,NEUTRAL,0.71
2024-07-17 06:34:00,Mock text for 2024-07-17,POSITIVE,0.95
2024-07-18 08:21:00,Mock text for 2024-07-18,POSITIVE,0.88
2024-07-18 12:31:00,Mock text for 2024-07-18,POSITIVE,0.95
2024-07-18 19:45:00,Mock text for 2024-07-18,NEGATIVE,0.91
2024-07-18 00:44:00,Mock text for 2024-07-18,POSITIVE,0.88
2024-07-18 04:48:00,Mock text for 2024-07-18,POSITIVE,0.94
2024-07-18 13:41:00,Mock text for 2024-07-18,NEGATIVE,0.71
2024-07-18 06:04:00,Mock text for 2024-07-18,NEUTRAL,0.9
2024-07-19 16:44:00,Mock text for 2024-07-19,NEUTRAL,0.87
2024-07-19 05:57:00,Mock text for 2024-07-19,POSITIVE,0.79
2024-07-19 09:27:00,Mock text for 2024-07-19,NEUTRAL,0.98
2024-07-19 09:47:00,Mock text for 2024-07-19,NEGATIVE,0.97
2024-07-19 12:27:00,Mock text for 2024-07-19,NEUTRAL,0.92
2024-07-19 22:28:00,Mock text for 2024-07-19,NEUTRAL,0.84
2024-07-19 19:12:00,Mock text for 2024-07-19,POSITIVE,0.77
2024-07-20 09:02:00,Mock text for 2024-07-20,NEUTRAL,0.91
2024-07-20 06:12:00,Mock text for 2024-07-20,NEUTRAL,0.83
2024-07-20 10:52:00,Mock text for 2024-07-20,NEGATIVE,0.79
2024-07-20 06:27:00,Mock text for 2024-07-20,POSITIVE,0.85
2024-07-20 10:09:00,Mock text for 2024-07-20,NEUTRAL,0.77
2024-07-20 00:21:00,Mock text for 2024-07-20,POSITIVE,0.94
2024-07-20 16:09:00,Mock text for 2024-07-20,NEUTRAL,0.89
2024-07-21 13:30:00,Mock text for 2024-07-21,POSITIVE,0.85
2024-07-21 07:27:00,Mock text for 2024-07-21,POSITIVE,0.88
2024-07-21 01:29:00,Mock text for 2024-07-21,NEUTRAL,0.98
2024-07-21 04:47:00,Mock text for 2024-07-21,NEUTRAL,0.86
2024-07-21 02:16:00,Mock text for 2024-07-21,NEUTRAL,0.81
2024-07-21 14:48:00,Mock text for 2024-07-21,NEUTRAL,0.92
2024-07-21 00:58:00,Mock text for 2024-07-21,NEGATIVE,0.91
2024-07-22 14:47:00,Mock text for 2024-07-22,NEUTRAL,0.93
2024-07-22 16:29:00,Mock text for 2024-07-22,NEUTRAL,0.93
2024-07-22 23:24:00,Mock text for 2024-07-22,POSITIVE,0.95
2024-07-22 16:09:00,Mock text for 2024-07-22,POSITIVE,0.74
2024-07-22 17:01:00,Mock text for 2024-07-22,NEGATIVE,0.93
2024-07-22 18:16:00,Mock text for 2024-07-22,NEUTRAL,0.77
2024-07-23 15:17:00,Mock text for 2024-07-23,NEGATIVE,0.7
2024-07-23 05:54:00,Mock text for 2024-07-23,NEGATIVE,0.77
2024-07-23 14:16:00,Mock text for 2024-07-23,NEGATIVE,0.76
2024-07-23 02:27:00,Mock text for 2024-07-23,NEGATIVE,0.95
2024-07-23 22:43:00,Mock text for 2024-07-23,NEGATIVE,0.91
2024-07-24 11:53:00,Mock text for 2024-07-24,NEUTRAL,0.91
2024-07-24 05:10:00,Mock text for 2024-07-24,POSITIVE,0.73
2024-07-24 12:54:00,Mock text for 2024-07-24,NEUTRAL,0.91
2024-07-24 12:31:00,Mock text for 2024-07-24,NEUTRAL,0.89
2024-07-24 15:28:00,Mock text for 2024-07-24,POSITIVE,0.97
2024-07-25 19:58:00,Mock text for 2024-07-25,POSITIVE,0.95
2024-07-25 12:11:00,Mock text for 2024-07-25,POSITIVE,0.72
2024-07-25 02:53:00,Mock text for 2024-07-25,NEUTRAL,0.79
2024-07-25 10:24:00,Mock text for 2024-07-25,NEUTRAL,0.74
2024-07-26 02:37:00,Mock text for 2024-07-26,NEUTRAL,0.85
2024-07-26 20:24:00,Mock text for 2024-07-26,POSITIVE,0.91
2024-07-26 00:37:00,Mock text for 2024-07-26,NEUTRAL,0.86
2024-07-26 12:32:00,Mock text for 2024-07-26,NEGATIVE,0.93
2024-07-26 08:48:00,Mock text for 2024-07-26,NEUTRAL,0.86
2024-07-26 13:33:00,Mock text for 2024-07-26,NEGATIVE,0.7
2024-07-27 13:16:00,Mock text for 2024-07-27,NEGATIVE,0.75
2024-07-27 10:52:00,Mock text for 2024-07-27,NEUTRAL,0.93
2024-07-27 21:05:00,Mock text for 2024-07-27,NEGATIVE,0.77
2024-07-27 18:12:00,Mock text for 2024-07-27,NEGATIVE,0.92
2024-07-27 14:05:00,Mock text for 2024-07-27,NEUTRAL,0.99
2024-07-28 08:43:00,Mock text for 2024-07-28,NEGATIVE,0.98
2024-07-28 01:31:00,Mock text for 2024-07-28,NEGATIVE,0.77
2024-07-28 17:35:00,Mock text for 2024-07-28,NEUTRAL,0.93
2024-07-28 23:52:00,Mock text for 2024-07-28,NEGATIVE,0.7
2024-07-29 10:18:00,Mock text for 2024-07-29,NEUTRAL,0.99
2024-07-29 11:54:00,Mock text for 2024-07-29,NEUTRAL,0.87
2024-07-29 07:27:00,Mock text for 2024-07-29,NEUTRAL,0.78
2024-07-30 21:27:00,Mock text for 2024-07-30,NEUTRAL,0.76
2024-07-30 02:31:00,Mock text for 2024-07-30,NEGATIVE,0.71
2024-07-30 18:50:00,Mock text for 2024-07-30,POSITIVE,0.98
2024-07-30 06:11:00,Mock text for 2024-07-30,NEGATIVE,0.97
2024-07-30 21:06:00,Mock text for 2024-07-30,NEGATIVE,0.74
2024-07-30 06:01:00,Mock text for 2024-07-30,NEUTRAL,0.98
2024-07-31 04:41:00,Mock text for 2024-07-31,NEUTRAL,0.93
2024-07-31 05:01:00,Mock text for 2024-07-31,POSITIVE,0.83
2024-07-31 14:50:00,Mock text for 2024-07-31,POSITIVE,0.78
2024-07-31 22:19:00,Mock text for 2024-07-31,NEUTRAL,0.94
2024-07-31 10:10:00,Mock text for 2024-07-31,NEGATIVE,0.88
2024-07-31 07:32:00,Mock text for 2024-07-31,POSITIVE,0.76
2024-08-01 22:50:00,Mock text for 2024-08-01,NEUTRAL,0.71
2024-08-01 14:29:00,Mock text for 2024-08-01,NEUTRAL,0.87
2024-08-01 04:03:00,Mock text for 2024-08-01,NEUTRAL,0.83
2024-08-01 12:19:00,Mock text for 2024-08-01,POSITIVE,0.91
2024-08-01 12:13:00,Mock text for 2024-08-01,NEGATIVE,0.76
2024-08-01 15:09:00,Mock text for 2024-08-01,NEGATIVE,0.98
2024-08-01 23:41:00,Mock text for 2024-08-01,POSITIVE,0.9
2024-08-02 05:21:00,Mock text for 2024-08-02,POSITIVE,0.94
2024-08-02 20:01:00,Mock text for 2024-08-02,NEUTRAL,0.88
2024-08-02 18:42:00,Mock text for 2024-08-02,NEUTRAL,0.81
2024-08-02 17:35:00,Mock text for 2024-08-02,NEUTRAL,0.78
2024-08-02 23:58:00,Mock text for 2024-08-02,POSITIVE,0.89
2024-08-03 12:26:00,Mock text for 2024-08-03,NEGATIVE,0.74
2024-08-03 17:05:00,Mock text for 2024-08-03,POSITIVE,0.86
2024-08-03 02:17:00,Mock text for 2024-08-03,POSITIVE,0.86
2024-08-03 16:44:00,Mock text for 2024-08-03,NEUTRAL,1.0
2024-08-03 18:25:00,Mock text for 2024-08-03,POSITIVE,0.91
2024-08-04 21:20:00,Mock text for 2024-08-04,NEUTRAL,0.89
2024-08-04 17:22:00,Mock text for 2024-08-04,POSITIVE,0.8
2024-08-04 19:54:00,Mock text for 2024-08-04,POSITIVE,0.75
2024-08-04 22:33:00,Mock text for 2024-08-04,NEUTRAL,0.94
2024-08-04 05:41:00,Mock text for 2024-08-04,NEUTRAL,0.91
2024-08-04 20:45:00,Mock text for 2024-08-04,NEGATIVE,0.92
2024-08-05 02:16:00,Mock text for 2024-08-05,POSITIVE,0.93
2024-08-05 11:33:00,Mock text for 2024-08-05,NEUTRAL,0.73
2024-08-05 11:39:00,Mock text for 2024-08-05,POSITIVE,0.85
2024-08-06 12:33:00,Mock text for 2024-08-06,POSITIVE,0.87
2024-08-06 13:40:00,Mock text for 2024-08-06,NEUTRAL,0.77
2024-08-06 08:50:00,Mock text for 2024-08-06,POSITIVE,0.97
2024-08-06 18:41:00,Mock text for 2024-08-06,NEUTRAL,0.77
2024-08-06 20:51:00,Mock text for 2024-08-06,POSITIVE,0.92
2024-08-06 10:32:00,Mock text for 2024-08-06,NEUTRAL,0.94
2024-08-07 11:53:00,Mock text for 2024-08-07,NEGATIVE,0.81
2024-08-07 16:33:00,Mock text for 2024-08-07,POSITIVE,0.91
2024-08-07 22:42:00,Mock text for 2024-08-07,POSITIVE,0.81
2024-08-07 04:31:00,Mock text for 2024-08-07,NEUTRAL,0.84
2024-08-07 07:23:00,Mock text for 2024-08-07,NEGATIVE,0.91
2024-08-08 23:33:00,Mock text for 2024-08-08,NEGATIVE,0.99
2024-08-08 18:15:00,Mock text for 2024-08-08,POSITIVE,0.94
2024-08-08 04:06:00,Mock text for 2024-08-08,POSITIVE,0.73
2024-08-08 07:18:00,Mock text for 2024-08-08,POSITIVE,0.72
2024-08-08 19:49:00,Mock text for 2024-08-08,POSITIVE,0.89
2024-08-08 14:06:00,Mock text for 2024-08-08,POSITIVE,0.87
2024-08-09 15:55:00,Mock text for 2024-08-09,NEUTRAL,1.0
2024-08-09 01:51:00,Mock text for 2024-08-09,NEUTRAL,0.84
2024-08-09 21:04:00,Mock text for 2024-08-09,POSITIVE,0.91
2024-08-09 02:12:00,Mock text for 2024-08-09,NEGATIVE,0.78
2024-08-10 19:05:00,Mock text for 2024-08-10,NEGATIVE,0.92
2024-08-10 08:55:00,Mock text for 2024-08-10,NEUTRAL,0.82
2024-08-10 20:40:00,Mock text for 2024-08-10,NEUTRAL,0.93
2024-08-10 23:56:00,Mock text for 2024-08-10,POSITIVE,0.98
2024-08-10 01:18:00,Mock text for 2024-08-10,NEUTRAL,0.99
2024-08-11 06:20:00,Mock text for 2024-08-11,POSITIVE,0.87
2024-08-11 17:51:00,Mock text for 2024-08-11,POSITIVE,0.99
2024-08-11 22:04:00,Mock text for 2024-08-11,NEUTRAL,0.83
2024-08-11 19:55:00,Mock text for 2024-08-11,POSITIVE,0.79
2024-08-12 06:28:00,Mock text for 2024-08-12,NEGATIVE,0.73
2024-08-12 21:02:00,Mock text for 2024-08-12,NEUTRAL,0.77
2024-08-12 20:28:00,Mock text for 2024-08-12,NEUTRAL,0.85
2024-08-13 14:58:00,Mock text for 2024-08-13,NEUTRAL,0.73
2024-08-13 00:49:00,Mock text for 2024-08-13,NEGATIVE,0.72
2024-08-13 23:43:00,Mock text for 2024-08-13,NEUTRAL,0.79
2024-08-13 07:48:00,Mock text for 2024-08-13,NEGATIVE,0.94
2024-08-13 16:10:00,Mock text for 2024-08-13,NEGATIVE,0.84
2024-08-13 14:14:00,Mock text for 2024-08-13,NEGATIVE,0.9
2024-08-13 17:33:00,Mock text for 2024-08-13,NEUTRAL,0.74
2024-08-14 06:04:00,Mock text for 2024-08-14,POSITIVE,0.86
2024-08-14 14:01:00,Mock text for 2024-08-14,NEGATIVE,0.82
2024-08-14 01:37:00,Mock text for 2024-08-14,POSITIVE,0.86
2024-08-14 11:35:00,Mock text for 2024-08-14,NEGATIVE,0.74
2024-08-14 07:05:00,Mock text for 2024-08-14,POSITIVE,0.94
2024-08-14 09:34:00,Mock text for 2024-08-14,NEUTRAL,0.79
2024-08-15 07:02:00,Mock text for 2024-08-15,NEGATIVE,0.79
2024-08-15 07:56:00,Mock text for 2024-08-15,POSITIVE,0.85
2024-08-15 10:15:00,Mock text for 2024-08-15,NEGATIVE,0.87
2024-08-15 21:45:00,Mock text for 2024-08-15,NEUTRAL,0.83
2024-08-15 17:00:00,Mock text for 2024-08-15,NEGATIVE,0.86
2024-08-16 06:25:00,Mock text for 2024-08-16,NEGATIVE,0.98
2024-08-16 09:57:00,Mock text for 2024-08-16,NEUTRAL,0.72
2024-08-16 19:06:00,Mock text for 2024-08-16,POSITIVE,0.76
2024-08-16 16:53:00,Mock text for 2024-08-16,NEGATIVE,0.72
2024-08-16 18:30:00,Mock text for 2024-08-16,POSITIVE,0.9
2024-08-17 21:40:00,Mock text for 2024-08-17,POSITIVE,0.95
2024-08-17 14:37:00,Mock text for 2024-08-17,NEUTRAL,0.89
2024-08-17 07:55:00,Mock text for 2024-08-17,POSITIVE,0.78
2024-08-17 23:33:00,Mock text for 2024-08-17,POSITIVE,0.93
2024-08-17 09:12:00,Mock text for 2024-08-17,NEGATIVE,0.85
2024-08-17 04:32:00,Mock text for 2024-08-17,NEUTRAL,0.93
2024-08-17 04:58:00,Mock text for 2024-08-17,NEGATIVE,0.95
2024-08-18 02:00:00,Mock text for 2024-08-18,POSITIVE,0.79
2024-08-18 22:57:00,Mock text for 2024-08-18,NEUTRAL,0.89
2024-08-18 04:44:00,Mock text for 2024-08-18,POSITIVE,0.84
2024-08-18 19:37:00,Mock text for 2024-08-18,NEGATIVE,0.71
2024-08-18 15:22:00,Mock text for 2024-08-18,NEUTRAL,0.94
2024-08-18 21:27:00,Mock text for 2024-08-18,NEUTRAL,0.93
2024-08-19 07:56:00,Mock text for 2024-08-19,POSITIVE,0.77
2024-08-19 15:28:00,Mock text for 2024-08-19,NEUTRAL,0.72
2024-08-19 02:32:00,Mock text for 2024-08-19,NEGATIVE,0.85
2024-08-20 01:12:00,Mock text for 2024-08-20,NEGATIVE,0.96
2024-08-20 10:56:00,Mock text for 2024-08-20,NEGATIVE,0.96
2024-08-20 04:32:00,Mock text for 2024-08-20,POSITIVE,0.8
2024-08-20 15:31:00,Mock text for 2024-08-20,NEGATIVE,0.73
2024-08-20 11:03:00,Mock text for 2024-08-20,POSITIVE,0.91
2024-08-21 14:05:00,Mock text for 2024-08-21,NEGATIVE,0.77
2024-08-21 14:34:00,Mock text for 2024-08-21,NEUTRAL,0.93
2024-08-21 07:55:00,Mock text for 2024-08-21,POSITIVE,0.75
2024-08-21 11:34:00,Mock text for 2024-08-21,POSITIVE,0.85
2024-08-21 01:22:00,Mock text for 2024-08-21,POSITIVE,0.84
2024-08-21 01:26:00,Mock text for 2024-08-21,POSITIVE,0.85
2024-08-21 13:17:00,Mock text for 2024-08-21,NEUTRAL,0.82
2024-08-22 22:39:00,Mock text for 2024-08-22,NEUTRAL,0.81
2024-08-22 01:15:00,Mock text for 2024-08-22,NEUTRAL,0.9
2024-08-22 06:28:00,Mock text for 2024-08-22,NEGATIVE,0.8
2024-08-22 21:12:00,Mock text for 2024-08-22,NEUTRAL,0.79
2024-08-22 01:01:00,Mock text for 2024-08-22,NEGATIVE,0.92
2024-08-22 05:43:00,Mock text for 2024-08-22,NEUTRAL,0.76
2024-08-23 05:49:00,Mock text for 2024-08-23,NEUTRAL,0.94
2024-08-23 19:12:00,Mock text for 2024-08-23,POSITIVE,0.77
2024-08-23 00:39:00,Mock text for 2024-08-23,POSITIVE,0.71
2024-08-24 19:42:00,Mock text for 2024-08-24,NEUTRAL,0.96
2024-08-24 03:53:00,Mock text for 2024-08-24,POSITIVE,0.82
2024-08-24 23:53:00,Mock text for 2024-08-24,NEUTRAL,0.98
2024-08-24 02:22:00,Mock text for 2024-08-24,NEGATIVE,0.85
2024-08-25 19:14:00,Mock text for 2024-08-25,NEUTRAL,0.9
2024-08-25 00:41:00,Mock text for 2024-08-25,POSITIVE,0.95
2024-08-25 02:57:00,Mock text for 2024-08-25,NEUTRAL,0.73
2024-08-25 01:48:00,Mock text for 2024-08-25,POSITIVE,0.72
2024-08-25 20:49:00,Mock text for 2024-08-25,NEGATIVE,0.84
2024-08-25 22:20:00,Mock text for 2024-08-25,NEUTRAL,0.86
2024-08-26 11:40:00,Mock text for 2024-08-26,NEGATIVE,0.91
2024-08-26 22:07:00,Mock text for 2024-08-26,NEUTRAL,0.79
2024-08-26 00:02:00,Mock text for 2024-08-26,NEGATIVE,0.86
2024-08-27 12:36:00,Mock text for 2024-08-27,NEGATIVE,0.72
2024-08-27 23:30:00,Mock text for 2024-08-27,NEGATIVE,0.82
2024-08-27 15:19:00,Mock text for 2024-08-27,NEGATIVE,0.93
2024-08-27 20:44:00,Mock text for 2024-08-27,POSITIVE,0.9
2024-08-27 09:36:00,Mock text for 2024-08-27,NEGATIVE,0.92
2024-08-28 18:51:00,Mock text for 2024-08-28,NEUTRAL,0.99
2024-08-28 13:18:00,Mock text for 2024-08-28,POSITIVE,0.72
2024-08-28 05:39:00,Mock text for 2024-08-28,NEGATIVE,0.93
2024-08-28 02:09:00,Mock text for 2024-08-28,POSITIVE,0.8
2024-08-29 22:54:00,Mock text for 2024-08-29,POSITIVE,0.87
2024-08-29 21:23:00,Mock text for 2024-08-29,POSITIVE,0.83
2024-08-29 18:29:00,Mock text for 2024-08-29,NEGATIVE,0.76
2024-08-29 19:23:00,Mock text for 2024-08-29,NEGATIVE,0.72
2024-08-30 18:51:00,Mock text for 2024-08-30,NEGATIVE,0.74
2024-08-30 21:01:00,Mock text for 2024-08-30,NEUTRAL,0.97
2024-08-30 15:48:00,Mock text for 2024-08-30,NEUTRAL,0.73
2024-08-30 06:24:00,Mock text for 2024-08-30,NEUTRAL,0.75
2024-08-30 00:48:00,Mock text for 2024-08-30,NEGATIVE,0.99
2024-08-30 12:40:00,Mock text for 2024-08-30,POSITIVE,0.98
2024-08-31 08:57:00,Mock text for 2024-08-31,NEUTRAL,0.86
2024-08-31 09:26:00,Mock text for 2024-08-31,POSITIVE,0.8
2024-08-31 09:07:00,Mock text for 2024-08-31,NEUTRAL,0.81
2024-08-31 23:53:00,Mock text for 2024-08-31,NEGATIVE,0.87
2024-08-31 20:05:00,Mock text for 2024-08-31,POSITIVE,0.83
2024-08-31 07:47:00,Mock text for 2024-08-31,NEGATIVE,0.87
2024-08-31 02:25:00,Mock text for 2024-08-31,NEGATIVE,0.82
2024-09-01 19:04:00,Mock text for 2024-09-01,POSITIVE,0.96
2024-09-01 19:05:00,Mock text for 2024-09-01,NEGATIVE,0.82
2024-09-01 18:04:00,Mock text for 2024-09-01,POSITIVE,0.76
2024-09-01 09:40:00,Mock text for 2024-09-01,NEUTRAL,0.76
2024-09-01 12:04:00,Mock text for 2024-09-01,NEUTRAL,0.79
2024-09-01 09:09:00,Mock text for 2024-09-01,NEGATIVE,0.83
2024-09-01 17:06:00,Mock text for 2024-09-01,NEGATIVE,0.82
2024-09-02 18:38:00,Mock text for 2024-09-02,POSITIVE,0.96
2024-09-02 04:10:00,Mock text for 2024-09-02,NEUTRAL,0.79
2024-09-02 01:27:00,Mock text for 2024-09-02,NEGATIVE,0.98
2024-09-03 14:37:00,Mock text for 2024-09-03,NEUTRAL,0.95
2024-09-03 04:04:00,Mock text for 2024-09-03,POSITIVE,0.87
2024-09-03 23:54:00,Mock text for 2024-09-03,POSITIVE,0.97
2024-09-03 15:41:00,Mock text for 2024-09-03,NEUTRAL,0.79
2024-09-03 06:16:00,Mock text for 2024-09-03,NEGATIVE,0.74
2024-09-03 07:12:00,Mock text for 2024-09-03,POSITIVE,0.76
2024-09-03 00:04:00,Mock text for 2024-09-03,NEUTRAL,0.72
2024-09-04 16:01:00,Mock text for 2024-09-04,NEUTRAL,0.84
2024-09-04 01:02:00,Mock text for 2024-09-04,NEUTRAL,0.83
2024-09-04 18:50:00,Mock text for 2024-09-04,POSITIVE,0.83
2024-09-05 22:36:00,Mock text for 2024-09-05,NEGATIVE,0.86
2024-09-05 20:36:00,Mock text for 2024-09-05,NEUTRAL,0.9
2024-09-05 20:56:00,Mock text for 2024-09-05,POSITIVE,0.82
2024-09-05 18:52:00,Mock text for 2024-09-05,NEUTRAL,0.85
2024-09-05 07:01:00,Mock text for 2024-09-05,POSITIVE,0.85
2024-09-06 12:23:00,Mock text for 2024-09-06,NEUTRAL,0.79
2024-09-06 17:48:00,Mock text for 2024-09-06,NEUTRAL,0.78
2024-09-06 04:46:00,Mock text for 2024-09-06,POSITIVE,0.96
2024-09-06 23:17:00,Mock text for 2024-09-06,NEUTRAL,0.99
2024-09-06 01:18:00,Mock text for 2024-09-06,POSITIVE,0.84
2024-09-07 17:51:00,Mock text for 2024-09-07,NEUTRAL,0.94
2024-09-07 19:07:00,Mock text for 2024-09-07,NEUTRAL,0.97
2024-09-07 14:38:00,Mock text for 2024-09-07,NEGATIVE,0.98
2024-09-07 12:57:00,Mock text for 2024-09-07,NEGATIVE,0.8
2024-09-07 04:16:00,Mock text for 2024-09-07,NEGATIVE,0.88
2024-09-07 16:54:00,Mock text for 2024-09-07,NEGATIVE,0.74
2024-09-07 04:30:00,Mock text for 2024-09-07,NEGATIVE,0.8
2024-09-08 14:49:00,Mock text for 2024-09-08,NEGATIVE,0.74
2024-09-08 05:00:00,Mock text for 2024-09-08,NEGATIVE,0.93
2024-09-08 20:00:00,Mock text for 2024-09-08,POSITIVE,0.95
2024-09-08 05:04:00,Mock text for 2024-09-08,NEGATIVE,0.72
2024-09-08 06:12:00,Mock text for 2024-09-08,NEUTRAL,0.89
2024-09-08 06:46:00,Mock text for 2024-09-08,POSITIVE,0.91
2024-09-08 21:14:00,Mock text for 2024-09-08,NEGATIVE,0.84
2024-09-09 16:49:00,Mock text for 2024-09-09,NEUTRAL,0.99
2024-09-09 06:32:00,Mock text for 2024-09-09,NEGATIVE,0.84
2024-09-09 15:06:00,Mock text for 2024-09-09,NEUTRAL,0.92
2024-09-09 12:41:00,Mock text for 2024-09-09,NEUTRAL,0.86
2024-09-09 09:18:00,Mock text for 2024-09-09,NEGATIVE,0.91
2024-09-10 03:49:00,Mock text for 2024-09-10,NEUTRAL,0.9
2024-09-10 06:57:00,Mock text for 2024-09-10,POSITIVE,0.98
2024-09-10 12:51:00,Mock text for 2024-09-10,NEUTRAL,0.94
2024-09-10 22:43:00,Mock text for 2024-09-10,NEUTRAL,0.85
2024-09-11 15:05:00,Mock text for 2024-09-11,NEUTRAL,0.84
2024-09-11 05:53:00,Mock text for 2024-09-11,NEGATIVE,0.87
2024-09-11 14:24:00,Mock text for 2024-09-11,NEGATIVE,0.85
2024-09-11 17:56:00,Mock text for 2024-09-11,NEGATIVE,0.95
2024-09-12 15:52:00,Mock text for 2024-09-12,NEGATIVE,0.83
2024-09-12 03:08:00,Mock text for 2024-09-12,NEUTRAL,0.73
2024-09-12 09:23:00,Mock text for 2024-09-12,POSITIVE,0.76
2024-09-12 13:06:00,Mock text for 2024-09-12,POSITIVE,0.76
2024-09-12 04:31:00,Mock text for 2024-09-12,POSITIVE,0.77
2024-09-12 12:28:00,Mock text for 2024-09-12,POSITIVE,0.92
2024-09-12 22:45:00,Mock text for 2024-09-12,POSITIVE,1.0
2024-09-13 04:15:00,Mock text for 2024-09-13,POSITIVE,0.97
2024-09-13 19:54:00,Mock text for 2024-09-13,NEGATIVE,0.92
2024-09-13 08:47:00,Mock text for 2024-09-13,POSITIVE,0.96
2024-09-13 01:50:00,Mock text for 2024-09-13,NEUTRAL,0.88
2024-09-13 17:44:00,Mock text for 2024-09-13,NEUTRAL,0.93
2024-09-14 05:01:00,Mock text for 2024-09-14,POSITIVE,0.91
2024-09-14 08:23:00,Mock text for 2024-09-14,NEUTRAL,0.73
2024-09-14 18:49:00,Mock text for 2024-09-14,POSITIVE,0.78
2024-09-14 01:23:00,Mock text for 2024-09-14,NEUTRAL,0.73
2024-09-14 08:12:00,Mock text for 2024-09-14,NEGATIVE,0.81
2024-09-15 17:45:00,Mock text for 2024-09-15,POSITIVE,0.87
2024-09-15 16:46:00,Mock text for 2024-09-15,POSITIVE,0.94
2024-09-15 16:35:00,Mock text for 2024-09-15,NEGATIVE,0.92
2024-09-15 22:47:00,Mock text for 2024-09-15,NEUTRAL,0.79
2024-09-15 13:32:00,Mock text for 2024-09-15,NEGATIVE,1.0
2024-09-15 01:27:00,Mock text for 2024-09-15,NEUTRAL,0.78
2024-09-15 08:35:00,Mock text for 2024-09-15,POSITIVE,0.88
2024-09-16 10:36:00,Mock text for 2024-09-16,NEUTRAL,0.7
2024-09-16 17:16:00,Mock text for 2024-09-16,NEGATIVE,0.88
2024-09-16 06:56:00,Mock text for 2024-09-16,NEUTRAL,0.83
2024-09-16 05:03:00,Mock text for 2024-09-16,NEGATIVE,0.79
2024-09-17 14:28:00,Mock text for 2024-09-17,POSITIVE,0.87
2024-09-17 00:28:00,Mock text for 2024-09-17,NEUTRAL,0.9
2024-09-17 19:55:00,Mock text for 2024-09-17,NEGATIVE,0.92
2024-09-17 19:26:00,Mock text for 2024-09-17,NEGATIVE,0.96
2024-09-17 14:46:00,Mock text for 2024-09-17,NEUTRAL,0.75
2024-09-17 02:07:00,Mock text for 2024-09-17,NEUTRAL,0.88
2024-09-17 16:17:00,Mock text for 2024-09-17,NEGATIVE,0.93
2024-09-18 07:25:00,Mock text for 2024-09-18,NEGATIVE,0.95
2024-09-18 15:26:00,Mock text for 2024-09-18,POSITIVE,0.9
2024-09-18 20:14:00,Mock text for 2024-09-18,NEGATIVE,0.81
2024-09-18 08:20:00,Mock text for 2024-09-18,NEUTRAL,0.75
2024-09-18 04:25:00,Mock text for 2024-09-18,NEGATIVE,0.96
2024-09-18 13:27:00,Mock text for 2024-09-18,NEUTRAL,0.97
2024-09-19 02:53:00,Mock text for 2024-09-19,POSITIVE,0.88
2024-09-19 04:46:00,Mock text for 2024-09-19,NEUTRAL,0.72
2024-09-19 16:27:00,Mock text for 2024-09-19,NEUTRAL,0.81
2024-09-19 21:14:00,Mock text for 2024-09-19,POSITIVE,0.77
2024-09-19 22:49:00,Mock text for 2024-09-19,POSITIVE,0.92
2024-09-20 20:56:00,Mock text for 2024-09-20,POSITIVE,0.77
2024-09-20 22:12:00,Mock text for 2024-09-20,POSITIVE,0.99
2024-09-20 10:21:00,Mock text for 2024-09-20,NEGATIVE,0.75
2024-09-20 16:41:00,Mock text for 2024-09-20,NEGATIVE,0.92
2024-09-20 00:34:00,Mock text for 2024-09-20,NEUTRAL,0.89
2024-09-21 22:14:00,Mock text for 2024-09-21,POSITIVE,0.92
2024-09-21 17:37:00,Mock text for 2024-09-21,NEGATIVE,0.77
2024-09-21 15:46:00,Mock text for 2024-09-21,NEUTRAL,0.85
2024-09-21 21:23:00,Mock text for 2024-09-21,NEUTRAL,0.73
2024-09-22 03:51:00,Mock text for 2024-09-22,NEUTRAL,0.88
2024-09-22 21:12:00,Mock text for 2024-09-22,NEUTRAL,0.92
2024-09-22 02:23:00,Mock text for 2024-09-22,NEGATIVE,0.79
2024-09-22 20:39:00,Mock text for 2024-09-22,NEUTRAL,0.73
2024-09-22 05:47:00,Mock text for 2024-09-22,POSITIVE,0.94
2024-09-23 07:11:00,Mock text for 2024-09-23,NEGATIVE,0.87
2024-09-23 20:49:00,Mock text for 2024-09-23,NEUTRAL,0.75
